ts,BTCUSDT_price,ETHUSDT_price,hedge_ols,hedge_huber,hedge_theil,hedge_kalman,spread_ols,rolling_mean,rolling_std,zscore,adf_pvalue
2025-10-24 14:25:30.129000+00:00,109820.95,3903.86,11.53789164469319,28.13499084529458,9.029993437211434,28.129603286306573,64778.63632394804,64777.45590802744,2.8344959844948248,0.4164464959758028,0.5105095719996751
2025-10-24 14:25:30.130000+00:00,109820.95,3903.85,11.53789164469319,28.13499084529458,9.029993437211434,28.129674126737168,64778.75170286449,64777.51480779277,2.7799461451638656,0.4449349041762648,0.5105095719996751
2025-10-24 14:25:30.137000+00:00,109820.95,3903.81,11.53789164469319,28.13499084529458,9.029993437211434,28.1299429648393,64779.213218530276,64777.588651737875,2.7390218364679098,0.5931193285031497,0.5105095719996751
2025-10-24 14:25:30.141000+00:00,109820.95,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.1308996537466,64781.520796859215,64777.75249111793,2.7964792981189115,1.3475178392422555,0.5105095719996751
2025-10-24 14:25:30.153000+00:00,109820.95,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.130899748305563,64781.520796859215,64777.90322334759,2.839446408222277,1.2740418347573537,0.5105095719996751
2025-10-24 14:25:30.177000+00:00,109820.95,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.130826478204607,64781.40541794277,64778.03792313971,2.8656068385081843,1.175141948228093,0.5105095719996751
2025-10-24 14:25:30.190000+00:00,109820.95,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.130897321300097,64781.520796859215,64778.16691846265,2.8887959878739986,1.160995241838282,0.5105095719996751
2025-10-24 14:25:30.208000+00:00,109820.95,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.130824056085995,64781.40541794277,64778.282579158375,2.9001086220289762,1.0768006276296096,0.5105095719996751
2025-10-24 14:25:30.209000+00:00,109820.96,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.13082661291743,64781.41541794278,64778.39060808197,2.906662618486408,1.0406470436467052,0.5105095719996751
2025-10-24 14:25:30.214000+00:00,109820.96,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.1308266130852,64781.41541794278,64778.491435077325,2.9090094556578254,1.0051472537384276,0.5105095719996751
2025-10-24 14:25:30.215000+00:00,109820.94,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.13082148997221,64781.395417942775,64778.58511194396,2.907282951757416,0.9666434418138161,0.5105095719996751
2025-10-24 14:25:30.218000+00:00,109807.06,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.12726604921332,64767.51541794277,64778.23918400642,3.465394050637739,-3.0945300612146465,0.5105095719996751
2025-10-24 14:25:30.248000+00:00,109807.06,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.12726581592051,64767.51541794277,64777.91422139843,3.8882514117537457,-2.6744164289958507,0.5105095719996751
2025-10-24 14:25:30.374000+00:00,109807.07,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.127268377461704,64767.52541794278,64777.60866835561,4.223114160602851,-2.3876338714448795,0.5105095719996751
2025-10-24 14:25:30.376000+00:00,109807.07,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.127268377629782,64767.52541794278,64777.32057548668,4.496115651619441,-2.1785822035899027,0.5105095719996751
2025-10-24 14:25:30.381000+00:00,109807.07,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.127268377629793,64767.52541794278,64777.04848777712,4.722565500481462,-2.0165034944190916,0.5105095719996751
2025-10-24 14:25:30.384000+00:00,109807.06,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.12726581607329,64767.51541794277,64776.79083724106,4.91317698653097,-1.8878659009675287,0.5105095719996751
2025-10-24 14:25:30.388000+00:00,109800.0,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.125558589128712,64760.57079685922,64776.36399407312,5.514554178649831,-2.863911877962852,0.5105095719996751
2025-10-24 14:25:30.389000+00:00,109802.0,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.126070787239502,64762.57079685922,64776.010322349684,5.872674038454876,-2.2884848371394737,0.5105095719996751
2025-10-24 14:25:30.390000+00:00,109797.28,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.12486176308293,64757.85079685922,64775.55633421242,6.469018018139448,-2.736974499616251,0.5105095719996751
2025-10-24 14:25:30.392000+00:00,109797.28,3903.56,11.53789164469319,28.13499084529458,9.029993437211434,28.125191637750223,64758.42769144145,64775.138562437525,6.925160847093483,-2.4130661171700516,0.5105095719996751
2025-10-24 14:25:30.407000+00:00,109797.28,3903.45,11.53789164469319,28.13499084529458,9.029993437211434,28.125837626342765,64759.69685952237,64774.7709028443,7.243303061771877,-2.0811007344814616,0.5105095719996751
2025-10-24 14:25:30.467000+00:00,109793.21,3903.45,11.53789164469319,28.13499084529458,9.029993437211434,28.12479509210715,64755.62685952238,64774.32569253449,7.7291259258859215,-2.419268775203207,0.5105095719996751
2025-10-24 14:25:30.488000+00:00,109793.2,3903.45,11.53789164469319,28.13499084529458,9.029993437211434,28.124792462025678,64755.61685952237,64773.90049178422,8.142794933468073,-2.245375502052438,0.5105095719996751
2025-10-24 14:25:30.516000+00:00,109793.2,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125791285550836,64758.1551956842,64773.550596315334,8.384949778460333,-1.83607547306733,0.5105095719996751
2025-10-24 14:25:30.517000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125793951325257,64758.16519568421,64773.21613108421,8.595980344379504,-1.750927153974174,0.5105095719996751
2025-10-24 14:25:30.533000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125793951500214,64758.16519568421,64772.895898416136,8.780908600180961,-1.677582970357091,0.5105095719996751
2025-10-24 14:25:30.550000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125793951500224,64758.16519568421,64772.58900877588,8.943407499229165,-1.6127871946922052,0.5105095719996751
2025-10-24 14:25:30.580000+00:00,109793.21,3903.22,11.53789164469319,28.13499084529458,9.029993437211434,28.125864793237223,64758.280574600656,64772.29699991516,9.082751935624065,-1.5431914703659506,0.5105095719996751
2025-10-24 14:25:30.640000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125791533483152,64758.16519568421,64772.014363830545,9.209068405277886,-1.5038620126219817,0.5105095719996751
2025-10-24 14:25:30.725000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.12579152875469,64758.16519568421,64771.742811513956,9.320492249246769,-1.4567487925159928,0.5105095719996751
2025-10-24 14:25:30.886000+00:00,109793.2,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125788966941965,64758.1551956842,64771.48151120954,9.419058322897557,-1.414824610751278,0.5105095719996751
2025-10-24 14:25:30.940000+00:00,109793.21,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.125791528586248,64758.16519568421,64771.23025997321,9.505696837067383,-1.3744457153365992,0.5105095719996751
2025-10-24 14:25:30.941000+00:00,109794.03,3903.23,11.53789164469319,28.13499084529458,9.029993437211434,28.12600159737203,64758.9851956842,64771.00349952341,9.561908574172113,-1.2568938246982373,0.5105095719996751
2025-10-24 14:25:30.942000+00:00,109794.03,3903.44,11.53789164469319,28.13499084529458,9.029993437211434,28.12395441771428,64756.56223843881,64770.740931140055,9.671027051935528,-1.466099993837354,0.5105095719996751
2025-10-24 14:25:30.943000+00:00,109794.03,3903.46,11.53789164469319,28.13499084529458,9.029993437211434,28.123805379391076,64756.33148060592,64770.48361952337,9.77424985692093,-1.4479002608503435,0.5105095719996751
2025-10-24 14:25:30.945000+00:00,109801.43,3903.46,11.53789164469319,28.13499084529458,9.029993437211434,28.125701003611802,64763.731480605915,64770.365160945876,9.72778544923258,-0.681931193341047,0.5105095719996751
2025-10-24 14:25:30.946000+00:00,109801.43,3903.46,11.53789164469319,28.13499084529458,9.029993437211434,28.125701128004472,64763.731480605915,64770.25078714691,9.68134065442835,-0.6733888181092473,0.5105095719996751
2025-10-24 14:25:30.950000+00:00,109801.43,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.12434797066472,64762.00079685921,64770.11095680305,9.65742976640109,-0.8397845120299547,0.5105095719996751
2025-10-24 14:25:30.951000+00:00,109801.43,3903.62,11.53789164469319,28.13499084529458,9.029993437211434,28.124274644395957,64761.885417942765,64769.973864488704,9.633941511325812,-0.8395781245328915,0.5105095719996751
2025-10-24 14:25:31.249000+00:00,109801.43,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.124345471055275,64762.00079685921,64769.78198215081,9.676799874416933,-0.8041072867663521,0.5105095719996751
2025-10-24 14:25:31.250000+00:00,109801.43,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.124345475782082,64762.00079685921,64769.590266479565,9.715684491562087,-0.7811564514003513,0.5105095719996751
2025-10-24 14:25:31.257000+00:00,109801.43,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.12434547578239,64762.00079685921,64769.39855080833,9.750581456696871,-0.7586987485793603,0.5105095719996751
2025-10-24 14:25:31.274000+00:00,109797.27,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.123279865548735,64757.84079685922,64769.135578821806,9.847115843190485,-1.1470142265458214,0.5105095719996751
2025-10-24 14:25:31.346000+00:00,109797.27,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.12327979562759,64757.84079685922,64768.86683788947,9.93273033524827,-1.110071516904338,0.5105095719996751
2025-10-24 14:25:31.417000+00:00,109797.27,3903.6,11.53789164469319,28.13499084529458,9.029993437211434,28.123350624521738,64757.95617577567,64768.58463608356,9.999063722456443,-1.0629455519939683,0.5105095719996751
2025-10-24 14:25:31.487000+00:00,109797.27,3903.6,11.53789164469319,28.13499084529458,9.029993437211434,28.12335062924872,64757.95617577567,64768.283204458225,10.042953834406068,-1.0282859856607132,0.5105095719996751
2025-10-24 14:25:31.498000+00:00,109797.28,3903.6,11.53789164469319,28.13499084529458,9.029993437211434,28.123353190818655,64757.96617577566,64767.96078669822,10.058719818639517,-0.9936265352610661,0.5105095719996751
2025-10-24 14:25:31.515000+00:00,109797.28,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.123279940409386,64757.85079685922,64767.615293154915,10.0437740042811,-0.9721939473684171,0.5105095719996751
2025-10-24 14:25:31.518000+00:00,109797.28,3903.6,11.53789164469319,28.13499084529458,9.029993437211434,28.12335076474044,64757.96617577566,64767.21403313532,9.938017940012486,-0.9305534982409537,0.5105095719996751
2025-10-24 14:25:31.650000+00:00,109797.28,3903.6,11.53789164469319,28.13499084529458,9.029993437211434,28.123350769467116,64757.96617577566,64766.81277311574,9.81445504058488,-0.9013844684693941,0.5105095719996751
2025-10-24 14:25:31.708000+00:00,109797.28,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.123277518893673,64757.85079685922,64766.40959011422,9.67412169668172,-0.8847101084060159,0.5105095719996751
2025-10-24 14:25:31.709000+00:00,109801.67,3903.61,11.53789164469319,28.13499084529458,9.029993437211434,28.124402041590987,64762.240796859216,64766.10857377936,9.514198611212633,-0.40652682145899366,0.5105095719996751
2025-10-24 14:25:31.711000+00:00,109801.67,3903.66,11.53789164469319,28.13499084529458,9.029993437211434,28.124011643253798,64761.66390227698,64765.834442534804,9.398744849161973,-0.4437337458091101,0.5105095719996751
2025-10-24 14:25:31.723000+00:00,109801.67,3903.81,11.53789164469319,28.13499084529458,9.029993437211434,28.122658645826398,64759.93321853028,64765.53146656112,9.288622270715061,-0.6026995035092406,0.5105095719996751
2025-10-24 14:25:31.765000+00:00,109801.67,3903.81,11.53789164469319,28.13499084529458,9.029993437211434,28.12265857492914,64759.93321853028,64765.22656760551,9.164239424241929,-0.5776092079426276,0.5105095719996751
2025-10-24 14:25:31.768000+00:00,109807.07,3903.81,11.53789164469319,28.13499084529458,9.029993437211434,28.124041748122245,64765.333218530286,64765.025835316555,9.024421425156966,0.03406126545395667,0.5105095719996751
2025-10-24 14:25:31.769000+00:00,109807.07,3903.85,11.53789164469319,28.13499084529458,9.029993437211434,28.12373432762224,64764.8717028645,64764.81757776652,8.877780331189557,0.00609669263726639,0.5105095719996751
2025-10-24 14:25:31.773000+00:00,109808.26,3903.86,11.53789164469319,28.13499084529458,9.029993437211434,28.123970991398796,64765.94632394804,64764.60415478458,8.68903975157747,0.15446691485257813,0.5105095719996751
