T,s,p,q
1761315932255,ETHUSDT,3904.33000000,0.00140000
1761315932255,ETHUSDT,3904.33000000,0.00150000
1761315932255,ETHUSDT,3904.33000000,0.00140000
1761315932255,ETHUSDT,3904.33000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.81140000
1761315932255,ETHUSDT,3904.32000000,1.05250000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.32000000,0.00140000
1761315932255,ETHUSDT,3904.31000000,0.00130000
1761315932255,ETHUSDT,3904.31000000,0.00140000
1761315932255,ETHUSDT,3904.30000000,0.00140000
1761315932255,ETHUSDT,3904.24000000,0.00140000
1761315932255,ETHUSDT,3904.23000000,0.00140000
1761315932258,ETHUSDT,3904.23000000,0.00140000
1761315932258,ETHUSDT,3904.23000000,0.00140000
1761315932258,ETHUSDT,3904.23000000,0.00140000
1761315932258,ETHUSDT,3904.23000000,0.00140000
1761315932259,ETHUSDT,3904.23000000,0.00140000
1761315932259,ETHUSDT,3904.23000000,0.00140000
1761315932259,ETHUSDT,3904.23000000,0.00140000
1761315932259,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.23000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.22000000,0.00140000
1761315932260,ETHUSDT,3904.14000000,0.00140000
1761315932260,ETHUSDT,3904.14000000,0.00140000
1761315932260,ETHUSDT,3904.14000000,0.00140000
1761315932260,ETHUSDT,3904.13000000,0.00140000
1761315932260,ETHUSDT,3904.12000000,0.00130000
1761315932260,ETHUSDT,3904.12000000,0.00140000
1761315932260,ETHUSDT,3904.10000000,0.00140000
1761315932260,ETHUSDT,3904.09000000,0.00140000
1761315932260,ETHUSDT,3904.00000000,0.00130000
1761315932260,ETHUSDT,3903.94000000,0.00140000
1761315932260,ETHUSDT,3903.94000000,0.00140000
1761315932260,ETHUSDT,3903.94000000,0.00140000
1761315932260,ETHUSDT,3903.93000000,0.00130000
1761315932260,ETHUSDT,3903.93000000,0.09470000
1761315932351,ETHUSDT,3903.93000000,0.00530000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,2.24610000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.23480000
1761315932351,ETHUSDT,3903.93000000,0.01510000
1761315932351,ETHUSDT,3903.93000000,0.00140000
1761315932351,ETHUSDT,3903.93000000,0.12110000
1761315932351,ETHUSDT,3903.93000000,0.28600000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.92000000,0.00140000
1761315932351,ETHUSDT,3903.91000000,0.00140000
1761315932351,ETHUSDT,3903.90000000,0.01300000
1761315932351,ETHUSDT,3903.90000000,0.00240000
1761315932351,ETHUSDT,3903.90000000,0.01060000
1761315932351,ETHUSDT,3903.90000000,0.06630000
1761315932351,ETHUSDT,3903.90000000,0.00140000
1761315932351,ETHUSDT,3903.85000000,0.00140000
1761315932351,ETHUSDT,3903.83000000,0.02980000
1761315932351,ETHUSDT,3903.83000000,0.00140000
1761315932354,ETHUSDT,3903.76000000,0.00200000
1761315932354,ETHUSDT,3903.76000000,0.00140000
1761315932354,ETHUSDT,3903.76000000,0.00140000
1761315932354,ETHUSDT,3903.76000000,0.00140000
1761315932354,ETHUSDT,3903.75000000,0.00140000
1761315932354,ETHUSDT,3903.75000000,0.00140000
1761315932354,ETHUSDT,3903.74000000,0.00130000
1761315932354,ETHUSDT,3903.74000000,0.00140000
1761315932354,ETHUSDT,3903.70000000,0.00040000
1761315932356,ETHUSDT,3903.70000000,0.01310000
1761315932356,ETHUSDT,3903.70000000,0.01300000
1761315932357,ETHUSDT,3903.75000000,0.00140000
1761315932357,ETHUSDT,3903.75000000,0.01170000
1761315932418,ETHUSDT,3903.75000000,0.00140000
1761315932418,ETHUSDT,3903.75000000,0.00140000
1761315932418,ETHUSDT,3903.75000000,0.00140000
1761315932418,ETHUSDT,3903.75000000,0.00280000
1761315932418,ETHUSDT,3903.75000000,0.00120000
1761315932504,ETHUSDT,3903.75000000,0.00630000
1761315932556,BTCUSDT,109818.49000000,0.00070000
1761315932556,BTCUSDT,109818.49000000,0.00648000
1761315932913,ETHUSDT,3903.75000000,0.01300000
1761315932913,ETHUSDT,3903.75000000,0.06500000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.69590000
1761315932913,ETHUSDT,3903.75000000,0.57850000
1761315932913,ETHUSDT,3903.75000000,0.00150000
1761315932913,ETHUSDT,3903.75000000,0.00150000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.75000000,0.00140000
1761315932913,ETHUSDT,3903.74000000,0.00140000
1761315932913,ETHUSDT,3903.74000000,0.00140000
1761315932913,ETHUSDT,3903.74000000,0.00140000
1761315932913,ETHUSDT,3903.74000000,0.00260000
1761315932913,ETHUSDT,3903.74000000,0.19500000
1761315932913,ETHUSDT,3903.73000000,0.00140000
1761315932913,ETHUSDT,3903.73000000,0.00260000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.72000000,0.00140000
1761315932915,ETHUSDT,3903.71000000,0.00140000
1761315932915,ETHUSDT,3903.70000000,0.00140000
1761315932915,ETHUSDT,3903.68000000,0.00140000
1761315932915,ETHUSDT,3903.67000000,0.00140000
1761315932915,ETHUSDT,3903.65000000,0.05130000
1761315932915,ETHUSDT,3903.65000000,0.00140000
1761315932915,ETHUSDT,3903.65000000,0.00140000
1761315932915,ETHUSDT,3903.65000000,0.00140000
1761315932915,ETHUSDT,3903.65000000,0.00150000
1761315932915,ETHUSDT,3903.65000000,0.00140000
1761315932915,BTCUSDT,109818.49000000,0.02962000
1761315932917,ETHUSDT,3903.64000000,0.00140000
1761315932917,ETHUSDT,3903.56000000,0.03850000
1761315932917,ETHUSDT,3903.56000000,0.00150000
1761315932917,ETHUSDT,3903.56000000,0.00150000
1761315932917,ETHUSDT,3903.55000000,0.00130000
1761315932917,ETHUSDT,3903.51000000,0.07690000
1761315932917,ETHUSDT,3903.51000000,0.00150000
1761315932917,ETHUSDT,3903.51000000,0.00150000
1761315932917,ETHUSDT,3903.50000000,0.01540000
1761315932917,ETHUSDT,3903.36000000,0.00130000
1761315932917,ETHUSDT,3903.36000000,0.00130000
1761315932917,ETHUSDT,3903.33000000,0.00260000
1761315932917,ETHUSDT,3903.26000000,0.05130000
1761315932917,ETHUSDT,3903.26000000,0.00150000
1761315932917,ETHUSDT,3903.23000000,0.00140000
1761315932917,ETHUSDT,3903.23000000,0.00140000
1761315932917,ETHUSDT,3903.23000000,0.00140000
1761315932920,ETHUSDT,3903.22000000,0.00150000
1761315932923,ETHUSDT,3903.23000000,0.01280000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.00140000
1761315932942,ETHUSDT,3903.22000000,0.10490000
1761315932942,ETHUSDT,3903.22000000,0.39480000
1761315932946,ETHUSDT,3903.22000000,0.25930000
1761315932947,ETHUSDT,3903.22000000,0.25460000
1761315932948,ETHUSDT,3903.22000000,0.28590000
1761315932948,ETHUSDT,3903.22000000,0.00140000
1761315932948,ETHUSDT,3903.22000000,0.28830000
1761315932948,ETHUSDT,3903.22000000,0.00140000
1761315932948,ETHUSDT,3903.22000000,0.00140000
1761315932948,ETHUSDT,3903.22000000,0.00140000
1761315932948,ETHUSDT,3903.22000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.62040000
1761315932951,ETHUSDT,3903.21000000,0.04060000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932951,ETHUSDT,3903.21000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00130000
1761315932954,ETHUSDT,3903.20000000,0.00200000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932954,ETHUSDT,3903.20000000,0.00300000
1761315932954,ETHUSDT,3903.20000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.10000000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932956,ETHUSDT,3903.19000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.02980000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00140000
1761315932959,ETHUSDT,3903.18000000,0.00340000
1761315932959,ETHUSDT,3903.17000000,0.03850000
1761315932959,ETHUSDT,3903.17000000,0.00130000
1761315932959,ETHUSDT,3903.17000000,0.00130000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.17000000,0.00140000
1761315932959,ETHUSDT,3903.15000000,0.00140000
1761315932959,ETHUSDT,3903.15000000,0.00140000
1761315932959,ETHUSDT,3903.15000000,0.00140000
1761315932959,ETHUSDT,3903.14000000,0.00140000
1761315932959,ETHUSDT,3903.12000000,0.07690000
1761315932959,ETHUSDT,3903.12000000,0.00140000
1761315932959,ETHUSDT,3903.10000000,0.01540000
1761315932959,ETHUSDT,3903.10000000,0.00140000
1761315932959,ETHUSDT,3903.05000000,0.00140000
1761315932959,ETHUSDT,3903.04000000,0.00140000
1761315932961,ETHUSDT,3903.02000000,0.00140000
1761315932961,ETHUSDT,3902.98000000,0.00130000
1761315932961,ETHUSDT,3902.98000000,0.00160000
1761315932961,ETHUSDT,3902.98000000,0.00130000
1761315932961,ETHUSDT,3902.98000000,0.00140000
1761315932962,ETHUSDT,3902.92000000,0.00140000
1761315932962,ETHUSDT,3902.92000000,0.00140000
1761315932962,ETHUSDT,3902.92000000,0.25500000
1761315933109,ETHUSDT,3902.93000000,0.00250000
1761315933180,ETHUSDT,3902.92000000,0.01300000
1761315933180,ETHUSDT,3902.92000000,0.06080000
1761315933180,ETHUSDT,3902.92000000,0.00140000
1761315933180,ETHUSDT,3902.92000000,0.00140000
1761315933180,ETHUSDT,3902.92000000,0.00140000
1761315933180,ETHUSDT,3902.92000000,0.00140000
1761315933180,ETHUSDT,3902.92000000,0.17680000
1761315933316,BTCUSDT,109818.50000000,0.00046000
1761315933417,BTCUSDT,109818.50000000,0.00763000
1761315933419,ETHUSDT,3902.92000000,0.00820000
1761315933441,BTCUSDT,109818.49000000,0.00005000
1761315933441,BTCUSDT,109818.49000000,0.00045000
1761315933441,BTCUSDT,109818.49000000,0.00180000
1761315933441,BTCUSDT,109818.49000000,0.00005000
1761315933441,BTCUSDT,109818.49000000,0.00665000
1761315933450,ETHUSDT,3902.92000000,0.15680000
1761315933450,ETHUSDT,3902.92000000,0.46350000
1761315933452,ETHUSDT,3902.93000000,0.08280000
1761315933470,ETHUSDT,3902.93000000,1.26390000
1761315933470,ETHUSDT,3902.93000000,2.01200000
1761315933470,BTCUSDT,109818.50000000,0.00005000
1761315933470,BTCUSDT,109818.50000000,0.00005000
1761315933470,BTCUSDT,109818.50000000,0.00005000
1761315933470,BTCUSDT,109818.50000000,0.00005000
1761315933470,BTCUSDT,109818.50000000,0.03785000
1761315933485,ETHUSDT,3902.93000000,0.05100000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00150000
1761315933485,ETHUSDT,3902.93000000,0.10000000
1761315933485,ETHUSDT,3902.93000000,0.00150000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00150000
1761315933485,ETHUSDT,3902.93000000,0.14600000
1761315933485,ETHUSDT,3902.93000000,0.00870000
1761315933485,ETHUSDT,3902.93000000,0.03990000
1761315933485,ETHUSDT,3902.93000000,0.08170000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933485,ETHUSDT,3902.93000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00150000
1761315933487,ETHUSDT,3902.94000000,0.00150000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933487,ETHUSDT,3902.94000000,0.00140000
1761315933489,ETHUSDT,3902.95000000,0.00140000
1761315933489,ETHUSDT,3902.95000000,0.00140000
1761315933489,ETHUSDT,3902.95000000,0.00140000
1761315933489,ETHUSDT,3902.95000000,0.00140000
1761315933489,ETHUSDT,3902.95000000,0.00120000
1761315933491,ETHUSDT,3902.95000000,0.00020000
1761315933491,ETHUSDT,3902.95000000,0.00150000
1761315933491,ETHUSDT,3902.95000000,0.00150000
1761315933491,ETHUSDT,3902.95000000,0.00140000
1761315933491,ETHUSDT,3902.95000000,0.00140000
1761315933491,ETHUSDT,3902.95000000,0.00140000
1761315933491,ETHUSDT,3902.95000000,0.00140000
1761315933491,ETHUSDT,3902.96000000,0.00140000
1761315933491,ETHUSDT,3902.96000000,0.00140000
1761315933491,ETHUSDT,3902.96000000,0.00140000
1761315933491,ETHUSDT,3902.96000000,0.00140000
1761315933491,ETHUSDT,3902.98000000,0.00130000
1761315933491,ETHUSDT,3902.98000000,0.00140000
1761315933491,ETHUSDT,3903.02000000,0.00140000
1761315933491,ETHUSDT,3903.03000000,0.00140000
1761315933491,ETHUSDT,3903.04000000,0.00260000
1761315933499,BTCUSDT,109818.50000000,0.00045000
1761315933499,BTCUSDT,109818.50000000,0.00097000
1761315933519,ETHUSDT,3903.08000000,0.02980000
1761315933519,ETHUSDT,3903.08000000,0.00150000
1761315933519,ETHUSDT,3903.08000000,0.00140000
1761315933519,ETHUSDT,3903.08000000,0.05890000
1761315933519,ETHUSDT,3903.08000000,0.00150000
1761315933519,ETHUSDT,3903.08000000,0.00150000
1761315933519,ETHUSDT,3903.08000000,0.00150000
1761315933519,ETHUSDT,3903.09000000,0.00140000
1761315933519,ETHUSDT,3903.10000000,0.00120000
1761315933522,ETHUSDT,3903.09000000,0.00140000
1761315933522,ETHUSDT,3903.09000000,0.00120000
1761315933522,ETHUSDT,3903.09000000,0.00260000
1761315933525,ETHUSDT,3903.09000000,0.00150000
1761315933525,ETHUSDT,3903.09000000,0.00150000
1761315933525,ETHUSDT,3903.09000000,0.00140000
1761315933525,ETHUSDT,3903.09000000,0.01300000
1761315933525,ETHUSDT,3903.09000000,0.00140000
1761315933525,ETHUSDT,3903.10000000,0.00140000
1761315933525,ETHUSDT,3903.10000000,0.00140000
1761315933525,ETHUSDT,3903.10000000,0.00260000
1761315933525,ETHUSDT,3903.11000000,0.00140000
1761315933525,ETHUSDT,3903.11000000,0.00140000
1761315933525,ETHUSDT,3903.12000000,0.00140000
1761315933526,ETHUSDT,3903.13000000,0.00140000
1761315933526,ETHUSDT,3903.14000000,0.00140000
1761315933526,ETHUSDT,3903.15000000,0.00140000
1761315933526,ETHUSDT,3903.15000000,0.00140000
1761315933526,ETHUSDT,3903.17000000,0.00130000
1761315933526,ETHUSDT,3903.17000000,0.00140000
1761315933526,ETHUSDT,3903.20000000,0.00130000
1761315933526,ETHUSDT,3903.20000000,0.00140000
1761315933526,ETHUSDT,3903.21000000,0.00140000
1761315933526,ETHUSDT,3903.36000000,0.00130000
1761315933526,ETHUSDT,3903.36000000,0.05000000
1761315933526,ETHUSDT,3903.36000000,0.00150000
1761315933526,ETHUSDT,3903.42000000,0.00260000
1761315933526,ETHUSDT,3903.50000000,0.00200000
1761315933526,ETHUSDT,3903.50000000,0.01540000
1761315933526,ETHUSDT,3903.50000000,0.00150000
1761315933526,ETHUSDT,3903.52000000,0.07690000
1761315933526,ETHUSDT,3903.52000000,0.00150000
1761315933526,ETHUSDT,3903.54000000,0.00140000
1761315933526,ETHUSDT,3903.54000000,0.00140000
1761315933526,ETHUSDT,3903.54000000,0.11270000
1761315933527,ETHUSDT,3903.54000000,0.60840000
1761315933576,ETHUSDT,3903.54000000,0.00140000
1761315933576,ETHUSDT,3903.54000000,0.00140000
1761315933576,ETHUSDT,3903.54000000,0.25310000
1761315933585,ETHUSDT,3903.54000000,0.25600000
1761315933594,ETHUSDT,3903.54000000,0.25600000
1761315933601,ETHUSDT,3903.54000000,0.25600000
1761315933612,BTCUSDT,109818.50000000,0.00083000
1761315933612,BTCUSDT,109818.50000000,0.00098000
1761315933859,ETHUSDT,3903.54000000,0.00150000
1761315933859,ETHUSDT,3903.54000000,0.00140000
1761315933859,ETHUSDT,3903.54000000,0.01300000
1761315933859,ETHUSDT,3903.54000000,0.00140000
1761315933859,ETHUSDT,3903.54000000,0.00770000
1761315933862,ETHUSDT,3903.54000000,0.02560000
1761315933862,ETHUSDT,3903.54000000,0.00140000
1761315933862,ETHUSDT,3903.54000000,0.00140000
1761315933862,ETHUSDT,3903.54000000,0.00140000
1761315933862,ETHUSDT,3903.54000000,0.00140000
1761315933862,ETHUSDT,3903.54000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00130000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00140000
1761315933862,ETHUSDT,3903.55000000,0.00130000
1761315933862,ETHUSDT,3903.55000000,0.00150000
1761315933862,ETHUSDT,3903.56000000,0.00140000
1761315933862,ETHUSDT,3903.57000000,0.03850000
1761315933862,ETHUSDT,3903.57000000,0.00140000
1761315933862,ETHUSDT,3903.57000000,0.00150000
1761315933862,ETHUSDT,3903.58000000,0.00140000
1761315933862,ETHUSDT,3903.61000000,0.00140000
1761315933862,ETHUSDT,3903.61000000,0.00140000
1761315933862,ETHUSDT,3903.61000000,0.00140000
1761315933862,ETHUSDT,3903.61000000,0.00140000
1761315933952,BTCUSDT,109818.49000000,0.00010000
1761315933969,ETHUSDT,3903.62000000,0.00140000
1761315933969,ETHUSDT,3903.62000000,0.00140000
1761315933969,ETHUSDT,3903.62000000,0.00140000
1761315933969,ETHUSDT,3903.62000000,0.00150000
1761315933969,ETHUSDT,3903.62000000,0.00150000
1761315933969,ETHUSDT,3903.62000000,0.00150000
1761315933969,ETHUSDT,3903.62000000,0.00140000
1761315933969,ETHUSDT,3903.62000000,0.00140000
1761315933969,ETHUSDT,3903.63000000,0.00140000
1761315933969,ETHUSDT,3903.63000000,0.00140000
1761315933969,ETHUSDT,3903.63000000,0.00140000
1761315933969,ETHUSDT,3903.63000000,0.00140000
1761315933969,ETHUSDT,3903.63000000,0.00140000
1761315933969,ETHUSDT,3903.64000000,0.00140000
1761315933969,ETHUSDT,3903.64000000,0.00140000
1761315933969,ETHUSDT,3903.64000000,0.00140000
1761315933969,ETHUSDT,3903.64000000,0.00140000
1761315933983,BTCUSDT,109818.50000000,0.00270000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00093000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.04071000
1761315933983,BTCUSDT,109818.50000000,0.00045000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.50000000,0.00005000
1761315933983,BTCUSDT,109818.51000000,0.00005000
1761315933983,BTCUSDT,109818.51000000,0.00005000
1761315933983,BTCUSDT,109818.58000000,0.00010000
1761315933983,BTCUSDT,109819.20000000,0.00005000
1761315933983,BTCUSDT,109819.24000000,0.00300000
1761315933983,BTCUSDT,109819.24000000,0.00005000
1761315933983,BTCUSDT,109819.24000000,0.00005000
1761315933983,BTCUSDT,109819.24000000,0.00005000
1761315933983,BTCUSDT,109819.24000000,0.00005000
1761315933983,BTCUSDT,109820.00000000,0.00005000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00150000
1761315933983,ETHUSDT,3903.65000000,0.00150000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.65000000,0.00140000
1761315933983,ETHUSDT,3903.66000000,0.05130000
1761315933983,ETHUSDT,3903.66000000,0.00140000
1761315933983,ETHUSDT,3903.66000000,0.00150000
1761315933983,ETHUSDT,3903.66000000,0.00150000
1761315933983,ETHUSDT,3903.66000000,0.00140000
1761315933983,ETHUSDT,3903.66000000,0.00140000
1761315933983,ETHUSDT,3903.66000000,0.00140000
1761315933983,ETHUSDT,3903.66000000,0.00140000
1761315933983,ETHUSDT,3903.70000000,0.00260000
1761315933984,BTCUSDT,109823.32000000,0.00010000
1761315933984,BTCUSDT,109824.00000000,0.00006000
1761315933984,BTCUSDT,109824.00000000,0.00005000
1761315933984,BTCUSDT,109824.68000000,0.00005000
1761315933984,BTCUSDT,109829.48000000,0.00005000
1761315933984,BTCUSDT,109829.48000000,0.00005000
1761315933984,BTCUSDT,109829.48000000,0.00891000
1761315933984,BTCUSDT,109829.48000000,0.02135000
1761315933984,ETHUSDT,3903.72000000,0.00140000
1761315933984,BTCUSDT,109829.48000000,0.00676000
